fecha,tienda,producto,precio_unitario,cantidad
2025-02-20,Bell and Sons,Accesorio,1539.39,1
2025-02-23,Scott-Molina,Accesorio,389.13,2
2025-02-24,Clarke-Maxwell,Tablet,1145.24,2
2024-09-22,Arellano Group,Móvil,685.27,5
2025-04-11,Pittman-Nolan,Tablet,1317.87,5
2024-12-30,Bell Ltd,Móvil,1331.66,5
2025-01-07,Wright-Wood,Portátil,1680.14,3
2025-05-22,Jenkins-Duarte,Portátil,1799.64,4
2025-05-30,Patterson Group,Portátil,1964.12,5
2024-11-07,Munoz-Weber,Accesorio,715.61,5
2024-12-23,Richards-Anderson,Móvil,842.15,3
2025-01-11,"Velasquez, Faulkner and Wyatt",Móvil,896.58,3
2025-02-11,Taylor Inc,Portátil,1578.02,4
2025-05-27,Jacobs Group,Accesorio,722.2,1
2024-08-19,Elliott-Anderson,Móvil,79.12,4
2024-10-31,Jones-Chavez,Accesorio,241.59,2
2025-05-19,"Russell, Lopez and Cooper",Móvil,1624.1,3
2025-01-22,"Kerr, Gould and Sandoval",Tablet,1961.92,1
2024-08-08,"Morrison, Bean and Kelley",Tablet,1694.45,3
2024-08-30,"Navarro, Grimes and Ross",Accesorio,1105.86,2
2024-12-18,"Simpson, Carr and Watson",Tablet,1707.04,3
2025-03-25,Turner and Sons,Portátil,1716.54,2
2024-09-14,Williams LLC,Accesorio,1517.05,1
2025-05-06,Davis and Sons,Portátil,1352.05,5
2025-01-19,"Lopez, Duran and Miller",Accesorio,1220.77,4
2025-06-10,Smith-Smith,Portátil,1996.96,1
2024-07-07,Williams-Werner,Accesorio,1032.6,1
2025-02-23,Thomas-Jensen,Portátil,1353.21,5
2025-03-13,Frye LLC,Tablet,1655.94,1
2025-03-11,"Perez, Johnson and Mitchell",Portátil,1893.42,4
2025-05-21,Robinson Inc,Portátil,1243.53,3
2024-06-19,"Cain, Simpson and Hernandez",Portátil,621.42,5
2025-01-31,"Harrison, Johnson and Salazar",Portátil,1722.78,3
2024-11-19,Wall-Reyes,Portátil,933.62,2
2024-08-10,"Case, Taylor and Kerr",Móvil,1750.09,4
2024-10-11,"Banks, Brown and White",Accesorio,1272.61,1
2024-10-14,Johnson Group,Tablet,480.0,3
2025-06-11,Franklin-Mcbride,Tablet,82.79,4
2025-01-26,Hansen-Oliver,Accesorio,913.26,3
2024-07-28,"Bentley, Wilcox and Gardner",Accesorio,366.51,4
2025-06-04,Banks LLC,Móvil,1465.74,4
2024-11-07,Suarez Inc,Móvil,1212.81,3
2024-12-03,Sanchez-Mcconnell,Portátil,1133.16,1
2024-11-24,Ortiz-Mayer,Accesorio,1463.73,4
2024-11-17,Spence-Hernandez,Accesorio,1850.03,2
2025-03-19,"May, Wise and Atkinson",Portátil,1549.77,3
2024-06-15,Pope LLC,Portátil,824.69,5
2024-12-09,Page LLC,Tablet,180.96,2
2024-09-03,Douglas Group,Móvil,445.2,2
2025-02-09,Jefferson-Davis,Portátil,1877.62,3
2024-07-01,Simpson-Day,Tablet,1444.09,2
2024-07-09,Brown-Barnes,Móvil,722.25,4
2025-03-17,"White, Williams and Neal",Portátil,961.03,1
2025-04-13,"Houston, Harper and Jones",Accesorio,70.75,2
2024-08-24,Lee-Stevens,Portátil,203.26,2
2024-08-21,"White, Carter and Davies",Portátil,790.67,2
2024-09-21,Mitchell-Lynch,Accesorio,514.05,5
2025-03-25,Reynolds-Wallace,Tablet,308.09,4
2025-05-29,Cline-Schroeder,Tablet,783.16,2
2024-10-06,Leblanc Inc,Móvil,922.6,5
2025-02-21,Gutierrez-Jones,Tablet,648.84,5
2025-03-17,Hartman Ltd,Portátil,1465.67,2
2024-06-25,"Grant, Harrington and Howard",Tablet,143.18,4
2024-12-06,Woodward and Sons,Tablet,1045.02,1
2025-04-25,"Reed, Adams and Reyes",Accesorio,587.01,1
2025-06-03,Jacobs Inc,Móvil,930.89,3
2025-01-03,Hicks-Cooper,Portátil,826.8,5
2024-12-29,Daniel Inc,Portátil,1858.98,4
2024-10-08,Green-Higgins,Accesorio,1351.19,2
2025-01-25,"Diaz, Guzman and Wilson",Móvil,196.6,2
2024-11-05,"Vasquez, Kennedy and Williams",Portátil,1762.45,5
2024-06-17,Mcclain Inc,Móvil,249.56,2
2025-03-02,Orozco-Wilson,Tablet,1062.88,4
2024-09-22,Vang and Sons,Móvil,1166.41,3
2025-01-20,"Gardner, Thompson and Brock",Accesorio,1579.57,5
2024-06-21,Chapman Group,Accesorio,506.04,4
2025-03-21,"Simon, Allen and Watson",Móvil,1755.73,5
2025-04-09,"Ross, Fry and Fuller",Móvil,1759.45,5
2025-02-21,Keller PLC,Móvil,1109.85,3
2024-12-27,Myers and Sons,Accesorio,106.86,2
2025-01-21,Davis-Valenzuela,Accesorio,1921.55,1
2024-09-24,Fletcher-Clark,Accesorio,1581.93,5
2024-08-26,Cooper Group,Accesorio,835.42,1
2024-07-31,Cantu PLC,Accesorio,982.73,1
2025-06-08,Baker-Smith,Accesorio,1728.76,4
2025-05-11,Gill Group,Móvil,1805.61,5
2024-12-08,"Cortez, Jacobs and Webb",Móvil,1727.2,1
2025-06-02,"Jackson, Werner and Baldwin",Tablet,1540.85,4
2025-01-18,"Davis, Combs and Short",Móvil,214.49,2
2025-01-29,Glenn-Miller,Móvil,486.62,3
2024-08-25,Cochran Group,Tablet,1364.07,1
2024-07-19,Medina-Spencer,Accesorio,1373.56,3
2025-01-04,Martin-Ross,Portátil,1565.71,5
2024-08-20,Rodriguez Ltd,Accesorio,1877.26,3
2024-11-07,Gamble-Lindsey,Accesorio,1160.39,1
2025-02-14,Thomas LLC,Móvil,191.87,5
2024-09-03,Gregory-Alvarez,Móvil,688.42,4
2025-05-27,Dawson-Phillips,Accesorio,1522.18,1
2025-03-05,Boyer Ltd,Tablet,508.68,5
2025-05-05,Sellers and Sons,Tablet,1577.53,1
2024-07-12,Roberts Ltd,Móvil,297.4,1
2024-07-09,"Armstrong, Daniel and Ray",Tablet,1606.85,5
2024-11-14,Lara-Cuevas,Móvil,1341.51,5
2024-07-31,White-Murphy,Accesorio,1951.27,5
2025-03-17,Livingston-Cox,Tablet,1039.35,3
2025-06-05,Curry Inc,Móvil,631.37,5
2025-03-10,Smith-Brooks,Tablet,1699.96,5
2025-04-06,Smith-Meadows,Portátil,1312.18,3
2024-12-19,Rivera Inc,Tablet,931.13,5
2024-11-03,Foster and Sons,Accesorio,1926.74,1
2024-11-18,Watson and Sons,Accesorio,228.75,2
2025-03-07,"Miller, Schultz and Adams",Móvil,1795.63,4
2024-06-15,"Matthews, Smith and Robinson",Accesorio,811.47,2
2024-06-29,Mcneil Inc,Móvil,101.12,5
2025-04-03,Fowler and Sons,Accesorio,586.06,1
2024-10-24,Franklin LLC,Portátil,1452.85,4
2024-08-09,Saunders Group,Accesorio,1240.34,4
2025-03-17,"Mcdonald, Harper and Hall",Accesorio,1106.85,5
2024-07-24,"Holloway, Costa and Williams",Accesorio,1036.32,2
2025-01-27,"Jordan, Anderson and Rasmussen",Móvil,674.23,5
2024-10-18,Michael-Stanley,Móvil,1013.12,1
2024-09-15,Jarvis-Garza,Tablet,1379.05,1
2024-08-02,Mitchell-Hawkins,Accesorio,1304.92,2
2025-01-20,"Mitchell, Murphy and Palmer",Tablet,151.15,3
2024-07-28,Mccoy Inc,Portátil,1343.96,3
2025-03-02,"Price, Soto and Moreno",Accesorio,792.83,5
2024-09-24,Gill-Sanders,Tablet,1386.94,5
2024-11-08,Harper Ltd,Portátil,109.74,1
2024-10-26,Snyder Group,Móvil,595.21,5
2024-07-02,"Russell, Smith and Montes",Móvil,1567.84,3
2024-11-09,Pittman-Collins,Tablet,573.23,2
2024-11-14,Smith-Cole,Accesorio,948.34,4
2025-02-02,Winters-Sullivan,Móvil,323.69,5
2024-07-30,Marsh-Brown,Tablet,412.09,2
2024-12-14,Jones and Sons,Móvil,1382.87,5
2025-02-17,Alexander Ltd,Tablet,1589.59,2
2025-03-05,Henderson Inc,Móvil,1115.06,5
2024-10-06,Reed Group,Portátil,713.36,2
2025-01-08,Anderson-Scott,Tablet,205.23,3
2024-07-10,Garza LLC,Móvil,1089.43,3
2024-11-21,Brown-Bennett,Accesorio,396.9,3
2024-09-17,"Diaz, Davis and Cain",Accesorio,376.97,5
2025-02-22,Silva-Flores,Móvil,837.12,5
2024-11-28,"Mahoney, Miller and Day",Móvil,1743.25,2
2024-12-22,"Schmidt, Graham and Manning",Tablet,1082.99,3
2024-09-30,"Sullivan, Lewis and Rivera",Portátil,485.93,5
2025-05-02,"Young, Ibarra and Reeves",Portátil,1141.87,4
2024-12-11,"Lambert, Stevens and Payne",Tablet,763.32,4
2024-06-15,"Harrison, Ingram and Waller",Tablet,1914.71,5
2025-06-11,"Mendoza, Wells and Simon",Tablet,80.48,3
2024-12-28,Foley Ltd,Accesorio,1557.36,3
2024-07-19,Martin PLC,Tablet,487.2,2
2024-10-22,Allen-Lopez,Tablet,1274.85,1
2025-04-08,"Mccarthy, Hale and Lewis",Portátil,1856.32,1
2025-02-17,Cunningham Group,Accesorio,1218.05,2
2024-09-26,Lopez PLC,Portátil,438.34,3
2025-05-16,Allen-Martin,Móvil,574.81,1
2024-11-04,Bennett-Villarreal,Portátil,1685.2,2
2025-02-06,Martin-Kennedy,Accesorio,649.78,3
2024-09-07,"Moore, Le and Dillon",Tablet,934.67,3
2025-02-06,Taylor Ltd,Tablet,444.48,2
2024-08-18,"Davis, Barker and Smith",Móvil,763.91,2
2024-11-14,Perez and Sons,Accesorio,977.92,5
2024-12-18,Taylor-Nixon,Portátil,514.39,4
2024-12-11,Jacobs PLC,Accesorio,1710.54,1
2024-08-06,"Smith, Chambers and Rivera",Portátil,1921.61,3
2024-10-08,Murphy LLC,Móvil,1409.4,1
2025-02-20,Mosley Inc,Tablet,1903.25,1
2025-05-13,Morris-Carroll,Portátil,1563.85,2
2025-01-22,Harris and Sons,Accesorio,796.72,5
2024-07-28,Moran Group,Portátil,1407.35,5
2025-03-28,Lewis and Sons,Accesorio,1144.9,5
2024-08-19,Haney-Hardy,Móvil,1527.64,1
2024-08-07,Vasquez Group,Tablet,753.92,2
2024-11-30,Crosby Group,Tablet,834.28,2
2025-05-03,"Graves, Johnson and Ross",Tablet,1136.94,4
2025-05-18,"Mendoza, Schaefer and Ramos",Accesorio,163.82,3
2024-08-27,Williams-Gray,Accesorio,1594.98,4
2024-06-25,"Edwards, Hanson and Flynn",Accesorio,595.1,2
2024-08-01,Miller-Holloway,Móvil,1010.79,3
2025-02-02,"Evans, Brown and Hurst",Tablet,1967.15,3
2024-09-19,"Wong, Hamilton and Harrington",Tablet,1479.13,4
2024-10-25,Patterson Group,Tablet,1603.37,3
2024-08-02,"Howe, Wilkinson and Jordan",Tablet,396.66,2
2024-08-10,Sanchez Group,Tablet,1918.11,1
2024-08-21,"Bates, Kelly and Bradford",Portátil,1634.21,4
2025-04-05,Ware-Pope,Tablet,99.52,1
2025-05-25,"Jones, Berry and Adams",Portátil,133.61,3
2025-01-16,"Willis, Garcia and Schaefer",Tablet,1296.37,5
2025-06-07,"Carrillo, Shelton and Goodman",Móvil,191.86,2
2025-04-15,"Ramirez, Osborn and Clarke",Móvil,1303.17,1
2024-09-15,"Hunter, Johnson and Singh",Tablet,1743.55,1
2025-05-04,Smith-Campbell,Móvil,60.86,3
2025-02-25,"Clark, Colon and Hampton",Accesorio,115.89,2
2024-11-19,Anderson Ltd,Accesorio,1133.31,2
2024-09-02,"Scott, James and Anderson",Portátil,603.62,3
2024-08-09,"Willis, Michael and Ferguson",Accesorio,802.36,5
2025-02-06,"Camacho, Garcia and Gilbert",Accesorio,330.94,2
2025-01-04,Perez-Smith,Accesorio,925.56,4
2025-02-24,Cohen Group,Tablet,1304.13,2
2025-03-11,Taylor and Sons,Portátil,302.99,5
2025-04-07,"Warner, Torres and Jimenez",Móvil,1842.52,3
2024-08-15,"Martin, Sanders and Murray",Móvil,1901.92,1
2024-12-14,Brown-Palmer,Móvil,1620.5,2
2024-12-13,Stout and Sons,Portátil,1487.24,2
2024-08-27,"Day, Banks and Brown",Portátil,296.28,5
2025-02-08,Jones-Boyd,Móvil,1763.39,1
2024-10-31,Archer and Sons,Tablet,1266.93,1
2025-02-23,Johnston-Wood,Accesorio,1489.68,1
2024-10-02,"Petty, Greene and Compton",Móvil,859.97,4
2025-06-02,Johnson-Shelton,Móvil,447.72,5
2024-12-18,"Wallace, Adams and Hampton",Accesorio,722.76,5
2024-11-01,"Weaver, Maddox and Chase",Móvil,1545.52,4
2025-04-23,Moore-Foster,Portátil,1347.06,2
2024-07-26,"Brown, Beard and Butler",Móvil,1804.71,4
2024-10-31,Smith Group,Accesorio,675.66,3
2024-10-09,Oconnor-Cohen,Tablet,993.48,4
2024-11-08,Rivera-Wade,Móvil,1732.34,1
2024-12-21,Morris-Walton,Tablet,327.77,1
2024-10-22,Bell-Esparza,Accesorio,795.7,5
2024-08-15,Jordan-Smith,Móvil,1472.63,4
2024-07-02,"Griffin, Meyer and Lamb",Portátil,1121.28,2
2025-04-04,Carter Inc,Accesorio,1922.68,4
2024-10-21,Reyes-Scott,Móvil,173.48,2
2024-07-21,Snow LLC,Móvil,913.65,2
2024-09-16,"Chapman, Kennedy and Phillips",Móvil,1915.55,1
2024-08-04,Harris Group,Tablet,404.49,2
2025-05-12,Smith-Rowe,Móvil,1494.94,2
2025-04-15,Camacho-Cross,Portátil,1478.97,3
2024-11-25,Russell Inc,Portátil,1298.7,2
2025-05-01,Patrick-Adams,Móvil,511.09,2
2025-05-14,"Day, Brown and Williams",Tablet,1323.97,2
2025-02-21,"Williams, Carr and Nichols",Móvil,674.4,3
2024-06-24,"Frank, Ramirez and Jones",Tablet,864.86,4
2024-09-19,"Smith, Carrillo and Little",Accesorio,1487.37,4
2025-04-10,Carlson-Parrish,Móvil,365.05,4
2025-05-15,"Rich, Taylor and Nelson",Tablet,531.91,1
2025-06-10,"Adams, Clark and Price",Tablet,559.02,3
2024-09-19,Evans Inc,Accesorio,1241.87,1
2024-11-29,Molina-Gray,Móvil,1791.88,5
2025-02-21,Travis-Beltran,Accesorio,55.24,5
2024-06-18,Jimenez-Fowler,Móvil,908.28,2
2024-09-02,Rhodes-Beasley,Portátil,695.66,5
2025-01-12,"Juarez, Williams and Barrett",Accesorio,1531.5,4
2024-11-18,Love LLC,Portátil,467.76,3
2024-09-19,"Wiggins, Gates and Solis",Móvil,1180.18,5
2025-06-02,Pruitt-Burke,Móvil,304.8,1
2025-03-19,Meyer-Bishop,Portátil,312.7,3
2025-04-27,Lee-Collins,Accesorio,1471.95,1
2024-06-27,Elliott Group,Móvil,387.87,1
2025-02-11,Mitchell-Kim,Tablet,1533.94,4
2024-10-23,Sosa-Wilson,Accesorio,1061.32,5
2024-10-04,"Lam, Rojas and Holder",Accesorio,731.16,2
2025-02-19,"Moore, Smith and Boyd",Tablet,1351.33,3
2025-03-04,"Flores, Davidson and Russo",Móvil,511.75,5
2025-02-22,Rodriguez-Fisher,Accesorio,1852.39,1
2024-09-10,Jackson Group,Móvil,83.81,3
2024-06-24,"Ward, Dunn and Moran",Móvil,1848.96,1
2025-03-16,Stevens Group,Tablet,263.49,1
2024-09-28,"Clark, Sweeney and Ramos",Tablet,1678.61,2
2025-02-24,Powell-Bridges,Móvil,1750.41,5
2024-08-30,"Melendez, Miller and Davis",Portátil,94.54,2
2025-04-06,Harrison PLC,Móvil,1569.48,5
2024-08-06,Mercado LLC,Tablet,1344.82,1
2025-04-09,"Edwards, Dean and Wheeler",Tablet,437.74,3
2024-06-21,Reilly-Young,Móvil,160.54,2
2024-11-28,Robinson Group,Portátil,1174.27,4
2024-07-26,"Shaw, Riley and Hooper",Portátil,460.31,5
2025-05-02,Ruiz PLC,Accesorio,231.21,1
2024-07-03,"Hess, Hines and Patterson",Móvil,825.75,2
2025-04-10,"Weaver, Little and Brown",Móvil,275.34,2
2025-05-04,Patrick-Joyce,Portátil,1740.13,4
2025-01-11,"Green, Burton and Wallace",Accesorio,959.78,2
2024-12-11,Harris-Warren,Portátil,274.57,1
2025-06-09,"Fernandez, Jennings and Cameron",Portátil,269.78,4
2025-03-14,Palmer-Gomez,Portátil,302.53,2
2024-07-06,Morrison-Grant,Portátil,285.87,1
2024-10-01,"Huerta, Gill and Burton",Accesorio,315.17,3
2024-08-13,"Clark, Baker and Hunt",Accesorio,1868.18,2
2024-11-10,"Johnson, Moore and Smith",Móvil,122.19,5
2024-12-05,Hernandez PLC,Móvil,891.32,3
2024-11-06,White Ltd,Móvil,1095.49,2
2025-03-27,"Johnson, Atkinson and Rojas",Accesorio,1318.72,3
2024-12-30,"Garcia, Hebert and Holland",Portátil,341.78,3
2024-12-27,"Hughes, Rios and Farmer",Móvil,245.89,3
2024-12-16,Ochoa Inc,Portátil,1590.18,4
2025-02-05,Smith-Morales,Móvil,1847.76,1
2025-03-01,"Johnson, Wilson and Gibson",Tablet,1964.87,2
2024-07-31,Maxwell-Lawrence,Tablet,782.38,1
2024-08-04,"Lawson, Hall and Hill",Móvil,1416.22,3
2025-02-26,"Spears, Kim and Torres",Tablet,1457.07,1
2025-05-09,Sanchez LLC,Portátil,1620.46,2
2024-06-29,Murphy-Dixon,Tablet,300.0,5
2024-11-11,"Logan, Grimes and Barajas",Accesorio,1655.81,1
2024-08-21,Vaughn-Smith,Móvil,1939.33,1
2024-12-08,Singh and Sons,Móvil,587.15,4
2025-04-16,"Roach, Robinson and Morris",Tablet,1121.91,5
2024-10-15,Maldonado LLC,Tablet,805.37,2
2024-11-21,Howard Ltd,Móvil,1700.37,3
2024-07-17,Williamson-Lowe,Portátil,1781.8,2
2025-03-10,"Hill, Short and Baker",Portátil,324.65,4
2024-10-04,"Medina, Garcia and Jones",Portátil,873.8,3
2024-07-06,Tapia-Curtis,Móvil,984.66,5
2025-02-24,Mayer Ltd,Accesorio,591.97,2
2025-03-30,Gonzalez PLC,Portátil,914.07,1
2025-06-10,Nguyen Group,Accesorio,881.09,5
2025-04-08,"Guzman, Manning and Aguilar",Portátil,854.07,2
2024-11-20,Williamson-Medina,Móvil,1727.02,5
2025-04-28,Hall LLC,Portátil,717.66,3
2025-04-03,"Adams, Simmons and Carter",Móvil,1664.15,1
2024-11-10,Andrews-Carter,Móvil,1417.34,3
2025-05-13,Weiss Group,Portátil,536.91,1
2025-03-05,Mckay-Olsen,Portátil,1251.47,4
2024-07-07,Pace PLC,Accesorio,1150.64,4
2024-10-07,Chang PLC,Tablet,875.22,3
2025-02-10,Kelly Group,Portátil,773.23,5
2024-10-24,"Stark, Guzman and Warner",Tablet,775.34,4
2024-08-05,Hall-Hicks,Móvil,1894.25,3
2025-05-30,"Clark, Johnson and Cunningham",Accesorio,1691.08,2
2024-07-15,"Richardson, Thornton and Torres",Tablet,950.4,1
2024-08-11,Perez LLC,Portátil,136.04,1
2024-07-16,"Watson, Pierce and Sims",Portátil,1604.66,5
2024-09-14,Aguilar Group,Portátil,125.52,1
2024-06-21,Lozano-Evans,Accesorio,1129.99,1
2025-03-30,Fletcher-Price,Accesorio,827.34,1
2025-03-06,Paul-Armstrong,Accesorio,365.65,5
2024-12-29,"Miller, Burton and Adams",Portátil,1111.53,5
2025-05-20,"Wilson, Brown and Smith",Portátil,1634.06,3
2024-06-17,Merritt Inc,Accesorio,259.43,5
2024-12-17,Sullivan PLC,Portátil,1743.44,1
2024-07-09,Vance-Garcia,Tablet,1423.39,4
2025-03-28,Monroe-Contreras,Portátil,431.2,1
2024-11-01,Thornton LLC,Accesorio,933.28,2
2025-04-08,Benson Group,Portátil,950.8,2
2024-09-26,"Davies, Vargas and Ball",Tablet,205.43,1
2024-07-28,Roberts-Walsh,Tablet,754.19,5
2024-09-09,Townsend Inc,Tablet,1009.46,2
2025-04-06,Nixon-Walters,Accesorio,391.21,2
2025-06-02,"Johnson, Barber and Richards",Portátil,83.99,4
2025-02-26,Wilson and Sons,Móvil,730.42,5
2024-11-12,Stevens-Greene,Tablet,921.3,4
2024-10-29,Gutierrez-Cisneros,Tablet,1017.54,2
2024-06-13,Francis-Herman,Portátil,1144.45,3
2024-09-22,Taylor and Sons,Móvil,1999.53,2
2024-07-31,"Irwin, Adams and Chapman",Accesorio,355.34,4
2024-06-27,Hardy Group,Tablet,1684.74,4
2025-01-01,Freeman-Williamson,Accesorio,1655.23,1
2024-06-18,Lin-Mendez,Tablet,1191.04,5
2024-10-10,"Torres, Olsen and Martinez",Móvil,1669.85,4
2024-09-28,"Martin, Sanchez and Garrison",Portátil,112.57,3
2024-07-05,York-Velez,Accesorio,858.87,1
2024-11-18,Taylor-Lamb,Tablet,1931.91,5
2025-04-06,Dunn and Sons,Portátil,1522.44,1
2024-12-09,Gray Inc,Portátil,921.52,4
2025-01-06,Moss-Day,Accesorio,292.43,3
2025-05-06,"Rogers, Aguilar and Moore",Portátil,88.31,3
2024-08-18,"Gonzales, Rosales and Baker",Móvil,1110.56,5
2024-07-16,"Williams, Robinson and Garrison",Portátil,1650.07,5
2025-03-30,"Morris, Kaufman and Paul",Tablet,1169.63,3
2024-10-13,Chandler and Sons,Móvil,1352.03,1
2025-04-13,Chan-Schaefer,Tablet,1579.69,1
2024-09-14,"Ross, Taylor and Ferguson",Tablet,1240.59,5
2024-12-26,"Smith, Harrison and Allen",Portátil,1625.27,3
2024-09-06,Buckley-Hill,Accesorio,1862.06,4
2025-03-07,"Miller, Parks and Carter",Accesorio,1295.82,1
2025-04-12,Howard Inc,Móvil,953.33,4
2024-09-16,"Ellis, Holmes and Lawrence",Portátil,1636.65,4
2024-10-06,Anderson Ltd,Tablet,249.01,4
2024-06-15,Aguilar LLC,Portátil,339.46,4
2024-09-10,Curtis-Coleman,Tablet,1907.47,4
2024-12-18,Hale LLC,Accesorio,1163.48,2
2024-12-13,Garcia Ltd,Móvil,1670.29,3
2024-12-26,Miller and Sons,Accesorio,406.88,5
2025-01-12,Davis-Brown,Tablet,1186.58,1
2024-09-04,Nichols-Jackson,Accesorio,1623.68,1
2024-07-21,Tucker PLC,Tablet,372.03,4
2024-07-11,Davis-Gilbert,Móvil,101.3,4
2024-11-08,"Flores, Turner and Rivera",Portátil,1055.36,5
2024-11-26,Russell PLC,Móvil,256.1,4
2025-02-06,Thomas Group,Portátil,1690.0,1
2025-04-09,"Gonzalez, Middleton and Griffith",Tablet,235.4,5
2024-10-27,White-Paul,Portátil,508.66,5
2024-06-17,Brown and Sons,Accesorio,1806.62,1
2024-07-02,"Reynolds, Rogers and Holland",Portátil,1953.22,1
2025-05-23,"Smith, Nguyen and Guerra",Tablet,1859.22,5
2024-08-13,"Davis, Roberts and Hernandez",Portátil,1639.87,1
2024-11-07,Johnson-Edwards,Accesorio,1793.62,3
2024-09-14,"Chapman, Thomas and Davis",Móvil,363.4,1
2025-04-23,Orozco-Harris,Accesorio,1896.27,3
2025-03-10,Anderson and Sons,Móvil,1163.62,4
2024-09-22,Esparza and Sons,Tablet,903.45,1
2025-04-27,"Anderson, Ortega and Williams",Móvil,170.34,1
2024-10-29,"Johnson, Woodward and Stevenson",Tablet,1103.19,4
2025-03-17,Wilson and Sons,Accesorio,674.39,1
2024-09-14,Clark-Johnston,Móvil,1692.13,4
2024-08-22,"Thompson, White and Gray",Portátil,634.13,4
2025-06-04,Moore Ltd,Portátil,1540.99,1
2025-01-17,Collier-Jenkins,Móvil,1046.25,4
2024-09-24,Robinson and Sons,Tablet,1593.35,5
2024-12-13,Barton-Evans,Accesorio,1141.39,5
2024-11-22,Thompson PLC,Móvil,953.55,4
2024-12-17,Lee-Thompson,Accesorio,1345.94,1
2024-07-02,"Sampson, Wright and Christensen",Tablet,134.11,3
2025-02-01,Weber-Camacho,Móvil,1441.09,3
2024-09-09,"Berry, Walsh and Ward",Portátil,1590.73,4
2025-01-26,Kelly Inc,Portátil,741.49,1
2024-10-13,Osborn Group,Accesorio,1804.19,2
2024-10-26,Hart-Jones,Móvil,1000.64,5
2024-12-08,Horne-Wood,Móvil,699.95,4
2024-09-11,"Dixon, Harvey and Butler",Tablet,258.67,4
2024-09-30,Kennedy-Riddle,Accesorio,404.36,1
2024-09-01,Sweeney-Wolfe,Accesorio,1418.92,3
2024-08-10,Waters-Rush,Accesorio,798.27,2
2025-05-17,Hamilton-Stewart,Tablet,1874.34,4
2024-09-06,Hoffman Ltd,Portátil,568.01,5
2025-02-20,Martinez-Schultz,Tablet,345.79,4
2025-03-20,"Beasley, Adkins and Moore",Portátil,348.25,3
2024-08-26,"Fischer, Price and Bradshaw",Portátil,802.57,2
2024-08-07,Morgan Inc,Tablet,1180.99,2
2024-08-09,Boyer-Wolfe,Accesorio,586.67,5
2024-11-13,Mcgee PLC,Móvil,50.67,5
2025-05-19,Nelson-Bentley,Móvil,568.54,4
2024-09-25,"Murphy, Curry and Sanchez",Móvil,1247.46,4
2025-01-10,Glover-Long,Móvil,1970.77,4
2024-12-27,Cunningham-Lawrence,Accesorio,345.11,5
2024-09-07,"Goodwin, Blake and Cobb",Accesorio,1223.79,1
2024-07-11,Gomez and Sons,Accesorio,93.01,1
2025-02-14,"Miller, Long and Harrington",Portátil,634.8,2
2025-02-08,"Murray, Johnson and Johnson",Portátil,1193.67,2
2025-04-04,Anderson-Brown,Tablet,1339.3,5
2025-02-20,Hahn LLC,Móvil,1997.23,2
2024-12-26,Olsen-Haley,Accesorio,260.52,2
2025-05-09,Peters and Sons,Accesorio,1453.44,1
2024-11-01,Berry-Wilson,Tablet,413.83,2
2025-06-06,Sanders-Gonzalez,Portátil,1840.78,3
2025-03-21,Sanders-Morris,Portátil,831.19,1
2024-09-22,Goodman Ltd,Móvil,752.62,3
2024-08-12,"Phillips, Christensen and Harris",Tablet,1016.4,3
2025-04-07,"Rodriguez, Taylor and Galvan",Portátil,1251.75,4
2025-04-23,"Mccoy, Turner and Lewis",Tablet,1318.06,2
2025-04-09,Wagner-Ortega,Tablet,583.52,5
2025-06-11,White Group,Accesorio,834.03,1
2025-02-25,Higgins-Bradley,Accesorio,1523.43,4
2024-07-15,Hayes-Chambers,Portátil,1556.18,2
2024-11-10,"Walker, Murphy and Greene",Tablet,1209.37,5
2024-06-25,Rodriguez-Bell,Portátil,1116.07,1
2025-03-23,Wilson Ltd,Accesorio,950.36,5
2024-09-11,"Nelson, Richards and Juarez",Móvil,238.95,1
2024-07-12,Hall LLC,Accesorio,578.2,5
2024-08-30,"Barnes, Olson and Mcbride",Portátil,1585.19,3
2025-05-29,Ferguson-Garcia,Móvil,1842.28,4
2024-06-29,"Gardner, Vazquez and Davis",Tablet,1114.53,5
2024-07-05,Hancock Group,Móvil,1412.82,5
2025-01-18,Jones LLC,Accesorio,1408.13,5
2025-05-11,Garcia Inc,Accesorio,657.65,5
2025-06-04,"Pena, Garza and Sandoval",Accesorio,1156.08,1
2025-03-22,Allison Ltd,Tablet,713.56,3
2025-05-08,English Inc,Tablet,1616.98,1
2024-08-07,"Rivas, Butler and Butler",Portátil,292.03,2
2024-07-26,"Kidd, Adkins and Jones",Móvil,164.25,4
2025-01-26,Wright and Sons,Tablet,530.47,4
2024-07-27,Scott Ltd,Portátil,734.96,1
2025-05-21,Spencer-Beasley,Accesorio,203.28,1
2025-06-12,Flores Inc,Móvil,1673.42,5
2024-11-15,"Woods, Joyce and Davis",Accesorio,453.93,3
2025-04-15,"Garcia, Mccall and Reyes",Móvil,851.04,2
2024-07-12,Garcia-Miles,Portátil,1053.6,3
2024-07-14,Wilson-Mcdowell,Tablet,776.16,1
2025-03-26,Aguilar LLC,Accesorio,996.74,1
2025-05-17,Davies LLC,Portátil,1208.53,5
2025-05-10,"Dillon, Martin and Cantu",Tablet,1623.64,3
2025-01-02,"Davis, Davis and Anderson",Tablet,398.91,3
2024-12-25,"Evans, Taylor and Washington",Accesorio,1997.35,3
