tienda,ventas_totales
Rose-Jones,2921.28
Wright-Reynolds,2921.2
Woodward Inc,2920.89
"Gutierrez, Johnson and Garcia",2920.52
"Mitchell, Phillips and Munoz",2919.27
"Raymond, Garrett and Smith",2918.36
Wagner-Ortega,2917.6
Escobar and Sons,2916.15
Brown-Garza,2916.0299999999997
Johnson-Mullen,2914.52
Evans Group,2913.58
Robinson-Herman,2911.92
"Hicks, Shaw and Griffin",2911.24
Hale Inc,2911.12
Franco LLC,2909.42
Garrett-Wolf,2908.2
"Christensen, Powell and Wagner",2907.06
"Hernandez, Adams and Thompson",2904.12
Ware-Bennett,2903.85
Lucas PLC,2903.6
"Garner, Fox and Chan",2903.58
"Berg, Payne and Escobar",2903.52
White-Callahan,2901.88
"Holmes, Shaw and Delgado",2901.0299999999997
"Adkins, Thompson and Carroll",2898.68
Armstrong-West,2898.5099999999998
Carlson LLC,2897.68
Davis-Nguyen,2896.84
Chen LLC,2894.6499999999996
"Wright, Ruiz and Brooks",2894.13
Hahn Group,2893.57
"Cook, Walker and Johnston",2892.76
"Williams, Hobbs and Smith",2891.58
Gonzales-Riley,2889.39
Brown-Barnes,2889.0
Rivas and Sons,2888.48
Simpson-Day,2888.18
Schmidt-Chan,2887.08
House Ltd,2886.55
"Matthews, Martinez and Baker",2885.2799999999997
"Johnston, Bruce and Martin",2884.28
"Dean, Hill and Erickson",2884.0
Glass-Friedman,2883.15
Bush-Hawkins,2882.32
Mcguire Group,2880.76
Flowers-Wilson,2880.52
Morrison-Cruz,2879.2799999999997
Ayala-Adkins,2878.68
Collins and Sons,2877.12
Sawyer-Miller,2876.75
Martinez-Cooper,2874.68
Macias-Richardson,2874.4
Wolfe-Rodriguez,2873.48
Trujillo-Fischer,2873.16
Benitez and Sons,2872.76
Mccarthy LLC,2872.36
"Parks, Ortiz and Lopez",2871.62
Bowman-Dorsey,2870.84
"Adams, Schultz and Brewer",2869.96
Rice PLC,2869.82
Henry-Massey,2868.7200000000003
Noble Group,2867.37
Morgan-Hodges,2866.92
Zhang-Molina,2864.12
"Mcdowell, Wilson and Powers",2863.68
Wagner Group,2863.48
Patel-Underwood,2862.4
"Barber, Jarvis and Richard",2861.9
Cardenas LLC,2860.4
Rivers-Serrano,2859.68
"Woods, Massey and Willis",2857.86
"Crawford, Gray and Morales",2857.7
Henderson PLC,2857.62
"Porter, Garcia and Johnson",2855.85
"Ruiz, Moreno and Cisneros",2855.34
Burgess-Patterson,2854.23
Roth-Robbins,2853.42
"Gaines, Williams and Davis",2853.4
"Rodriguez, Collins and Thomas",2852.0
Johnson-Ballard,2852.0
Castro-Rodriguez,2851.56
Gill Ltd,2850.84
Wu-Garcia,2848.05
"Wolf, Cole and Glass",2847.7200000000003
"Poole, Lam and Brown",2847.46
Logan-Boone,2847.06
"Myers, Gamble and Sanford",2845.86
Cunningham-Perry,2845.78
"Cole, Watson and Wallace",2843.68
"Jackson, Jackson and Rosales",2843.25
Whitaker Ltd,2840.6400000000003
Hoffman Ltd,2840.05
"Roberts, Norman and Cunningham",2838.8999999999996
"Lamb, Allen and Nash",2838.88
"Hanson, Montgomery and Huff",2838.85
Peters LLC,2836.4700000000003
Mccormick-Cox,2834.3
"Lawrence, Castro and Fleming",2833.68
"Campbell, Jones and Rogers",2833.14
Holder-Stone,2833.12
Key Group,2832.84
Baker-Mahoney,2831.5499999999997
"Stewart, York and Olson",2831.28
"Hahn, Cook and Matthews",2830.5
"Roman, Bernard and Miller",2829.24
"Murphy, Griffith and Cobb",2828.6
"Cameron, Jensen and Brown",2827.16
Schmidt-Miranda,2826.44
Lewis-Cruz,2822.96
"Hernandez, Dixon and Wright",2822.72
Newman Inc,2822.4900000000002
"Martin, Arias and Evans",2822.45
"Newman, Estrada and Black",2822.0
"Little, Lynn and Lee",2821.35
"Ferrell, Stone and Benjamin",2821.15
Rodriguez-James,2819.92
Munoz Ltd,2819.88
Barry-Espinoza,2817.9900000000002
Weeks Group,2816.34
"Baker, Franco and Hayes",2816.14
"Long, Anderson and Irwin",2814.68
"Perkins, Wang and Hicks",2814.48
"Morales, Thomas and Schultz",2813.7599999999998
"Richards, Haynes and Jones",2813.08
"Fischer, Durham and Miller",2812.88
"Mays, Ford and Hardin",2811.06
"Wilson, Brown and West",2810.73
"Singh, Gaines and Smith",2810.6
"Lawrence, Lara and Gonzalez",2809.98
Lewis Group,2809.8
Porter-Reeves,2809.28
"Collins, Thomas and Gordon",2808.38
Ward-Stone,2808.34
James Ltd,2808.12
Tran Ltd,2806.4
Santiago-Smith,2805.76
"Mills, Mccarthy and Byrd",2804.98
"Moore, Le and Dillon",2804.0099999999998
Pineda PLC,2803.4500000000003
Davidson-Ruiz,2803.2
"Cantu, Brown and Graham",2803.1
Hernandez-Anderson,2801.84
Taylor-Palmer,2801.2200000000003
Peterson and Sons,2800.25
Collins-Miller,2800.0
Horne-Wood,2799.8
Brooks-Ellis,2797.7
"Sanchez, Kelly and Richardson",2797.5
"Fitzgerald, James and May",2794.08
Jacobs Inc,2792.67
Wong-Fields,2792.2
Gilbert-Bullock,2792.1
Orozco-Greene,2791.95
"Brown, Nguyen and Olson",2791.6000000000004
"Duran, Lin and Luna",2791.06
"Johnson, Brown and Jordan",2790.82
Brady-Holland,2787.9900000000002
House LLC,2787.9
White-Walton,2786.18
Turner-Moore,2786.0
"Todd, Snyder and Sims",2785.1
Gray-Myers,2784.78
Jackson-Colon,2781.72
Foster-Fitzpatrick,2781.25
Franco-Jones,2779.35
Kim-Patton,2778.27
Kidd-Nichols,2778.2400000000002
Thornton-Edwards,2777.78
"Jones, Miller and Leach",2776.3999999999996
Mcdonald-Lee,2774.14
Humphrey-Booth,2773.4700000000003
Silva Ltd,2772.9900000000002
Leon-Lopez,2772.8999999999996
Cobb Ltd,2772.6600000000003
Tyler-Young,2772.48
"Lawson, Jones and Adams",2770.62
"Burton, Dillon and Johnson",2769.2
Moore-Parker,2768.76
"Hawkins, Crane and Mccoy",2768.38
Massey Ltd,2768.14
"Hancock, Wilson and Collins",2765.22
Flores-Jennings,2764.46
Booker-Finley,2763.4
Wolfe Group,2762.79
Ross-Wheeler,2762.45
"Wilson, Knight and Guzman",2759.32
"Johnson, Stewart and Hall",2754.9900000000002
Gregory-Alvarez,2753.68
"Becker, Morales and Foster",2751.69
"Montoya, Brown and Rivas",2750.4500000000003
"Harris, Flores and West",2749.78
Phillips-Patterson,2749.64
Miller-Thompson,2749.3500000000004
"Fletcher, Miller and Hansen",2748.4
"Fitzgerald, Hancock and Horton",2747.24
"Moore, Moore and Miranda",2745.44
"House, Gonzalez and Carrillo",2744.73
"Phelps, Hamilton and Myers",2743.89
Davis-Gregory,2743.28
Wolf Ltd,2742.66
Holmes Group,2741.76
"Lee, Rhodes and Sims",2740.84
Ramos-Gonzalez,2740.83
Douglas-Diaz,2740.42
Hansen-Oliver,2739.7799999999997
Singleton-Patterson,2739.6
"Hernandez, Guerra and Warren",2739.15
"Duncan, Larson and Dyer",2738.76
Hayden-Garcia,2738.12
"Wilkerson, Ingram and Wright",2737.66
"Ellison, Davis and Chapman",2733.87
"Sanchez, Deleon and Smith",2733.72
Tyler-Arnold,2733.6
"Ramirez, Vazquez and Davis",2733.5
Smith-French,2733.28
"Ramos, Fleming and Curry",2730.39
"Nguyen, Compton and Whitaker",2729.94
Hill-Barker,2729.3
"Dean, Johnson and Curtis",2729.28
Rhodes-Solomon,2727.46
Valencia Group,2727.08
"Moses, Bell and Gordon",2725.38
"Warner, Huffman and Ray",2724.72
"Davis, Graham and Taylor",2724.7
Wise PLC,2722.4700000000003
"Rodriguez, Gordon and Dougherty",2721.52
"Maxwell, Rogers and Allen",2720.94
Morse-House,2719.44
Brown-Olsen,2719.0
Campos-Wilson,2718.06
"Rodriguez, Brown and Watson",2718.0
Chung Ltd,2717.58
Jackson-Moore,2717.04
Smith-Gutierrez,2716.76
Lopez-Holmes,2714.9700000000003
Larson-Davis,2713.83
Patel Group,2713.68
Thompson-Gutierrez,2713.2
Roberts-Smith,2712.87
Flowers-Miller,2712.24
"Sims, Allen and Griffin",2711.9700000000003
Wilson-Carpenter,2711.78
Payne-Thompson,2710.1
"Murray, Dunn and Roberts",2710.04
Velazquez-Moore,2709.4
Shaw-Farrell,2709.02
Nguyen Ltd,2708.29
Cardenas-Blevins,2707.92
"Garza, Hicks and Black",2705.9
Green-Higgins,2702.38
Byrd PLC,2700.76
Carr and Sons,2700.3
"Wolfe, Lewis and Whitehead",2699.72
"Lopez, Rose and Duncan",2698.56
Benson-Rivera,2698.4
Price-Webb,2698.08
Mcclain-Adkins,2698.0
Woods LLC,2697.8500000000004
Moore-Foster,2694.12
Obrien Group,2693.16
Larson-Hernandez,2692.83
"Morales, Sanchez and Gomez",2691.3
Maldonado-Williams,2690.68
Kim LLC,2690.55
Hansen-Gilbert,2689.92
"Velasquez, Faulkner and Wyatt",2689.7400000000002
Harris-Jennings,2689.58
"Phillips, Black and Cook",2689.48
Brock PLC,2688.92
"Moore, Pierce and Tran",2686.11
Wood-Brown,2685.72
"Davis, Snow and Cannon",2685.2999999999997
"Johnson, Graham and Rose",2684.76
"Watson, Mccarthy and Kennedy",2683.94
Allen-Landry,2683.7
Keith-Williams,2683.54
Cline-Krueger,2682.5
Roberts PLC,2681.94
Ware and Sons,2681.76
"Silva, Ross and Curtis",2681.48
"Franco, Morgan and Johnson",2681.32
Wilson-Marshall,2680.04
Sexton-Martin,2679.8500000000004
Vazquez Inc,2679.6499999999996
Hayes-Sawyer,2679.16
Lewis-Castro,2679.0499999999997
"Hall, Vega and Price",2678.72
"Hendricks, Henry and Martinez",2676.48
"Meza, Hansen and Grant",2676.06
"Howard, Hayden and Smith",2675.7999999999997
White-Wallace,2674.95
"Jones, Mcdonald and Williams",2673.48
"Beck, Powell and Cohen",2673.18
"Baker, Bradford and Terry",2671.95
Solomon-Knight,2671.54
Harris-Palmer,2668.88
Lopez-Harris,2668.64
Hart Inc,2667.45
Malone-Conner,2666.35
Young-Chapman,2665.28
Ryan-Lewis,2664.52
Medina PLC,2663.5
"Miller, Mcdonald and Miller",2662.0499999999997
"White, Taylor and Harrington",2661.9900000000002
Hampton-Cummings,2661.48
Chung-Sherman,2661.24
Mcdonald and Sons,2660.87
Conley PLC,2660.84
"Watkins, Davis and Ponce",2660.5
Wang-Vega,2660.04
Hamilton LLC,2659.61
Huffman Ltd,2659.02
Fernandez-Young,2656.98
Garrett-Green,2655.58
Woodward-Sims,2655.32
Meyer Ltd,2655.08
"Bender, Wright and Rodriguez",2654.86
Morgan-Ortega,2652.88
"Smith, Gutierrez and Goodwin",2651.6000000000004
Fisher-Salazar,2651.4900000000002
Saunders LLC,2650.96
Schwartz-Contreras,2650.24
West-Tran,2650.08
Mosley-Smith,2649.32
"Vaughn, Rodriguez and Gilbert",2648.85
Hensley and Sons,2648.58
Cline Inc,2648.4900000000002
Miller-Brown,2648.25
Smith-Ramirez,2648.0
"Day, Brown and Williams",2647.94
Wright-Wilson,2646.57
Cross Inc,2643.96
Garcia-Jimenez,2641.5499999999997
Ortiz-Sampson,2640.8
"Roy, Kelley and Thompson",2639.2000000000003
Garcia LLC,2636.3599999999997
Carter-Macias,2636.16
"Watts, Meyers and Galvan",2636.14
"Mccoy, Turner and Lewis",2636.12
Sutton-Abbott,2633.28
Walters-Smith,2632.76
Gibson-Hodges,2632.7400000000002
"Fox, Ortega and Howard",2631.16
"Moss, James and Edwards",2630.5
Harris-Bates,2630.28
"Mckee, Daniel and Davis",2629.7
Cabrera-Medina,2629.64
Chapman-Hendrix,2629.16
"Porter, Mendez and Rodriguez",2628.0
"Thomas, Bradley and Mcdonald",2626.8
Parrish-Griffith,2626.3999999999996
Little-Hansen,2625.9900000000002
"Bradley, Obrien and Johnson",2623.96
Elliott Ltd,2623.4700000000003
"Briggs, Freeman and Chen",2622.9
"Taylor, Smith and Lindsey",2621.8
"Medina, Garcia and Jones",2621.3999999999996
Harper-Burke,2619.56
Allison-Griffin,2619.42
"Jones, Santiago and Ayala",2619.32
"Stokes, Lee and Perkins",2619.08
"Gibson, Moore and Wagner",2618.73
"Garza, Roberts and Carroll",2618.6
Nelson PLC,2618.18
"Davis, Vasquez and Hoover",2615.25
Holder-Warner,2614.3
"Gonzalez, Hardy and Lee",2614.02
"Clarke, Sutton and Zavala",2613.98
Harris-Barker,2613.95
Young-Sullivan,2612.7599999999998
Dawson-Walters,2612.48
"Davis, Jones and Fletcher",2611.26
Lynch LLC,2611.2
Mitchell-Hawkins,2609.84
"Short, Ellison and Dixon",2609.7599999999998
"Lynch, Prince and Singleton",2609.75
Pierce-Walsh,2609.45
Anderson LLC,2609.0
Cohen Group,2608.26
"Jackson, David and Moore",2606.0099999999998
"Taylor, Heath and Andersen",2605.42
Davis-Clark,2604.5499999999997
Hansen-Williams,2604.0499999999997
May-Kerr,2603.04
Waller-Brooks,2601.54
Edwards-Meadows,2600.8500000000004
Vargas Ltd,2600.16
Howe-Diaz,2599.29
"Baker, Frey and Cook",2598.54
Tucker-Walker,2598.16
Russell Inc,2597.4
"Sandoval, Morris and Moore",2596.96
"Turner, Ponce and Barrett",2596.62
"Garrison, Brown and Sullivan",2594.56
Willis-Hines,2593.08
Glass-Alvarado,2593.0
Carter-Davidson,2585.25
"Jones, Jackson and Smith",2582.38
"Camacho, Nelson and Hester",2580.6
"Smith, Boone and Kennedy",2579.3999999999996
"Oneill, Henry and Salas",2576.9700000000003
"Bradley, Ritter and Smith",2576.0
Bentley-Berg,2575.5
Gonzalez PLC,2574.74
Olson PLC,2572.72
"Lowery, Lara and Johnson",2572.56
"Moore, Hansen and Dorsey",2572.14
Parker-Lopez,2571.1000000000004
Mitchell-Lynch,2570.25
"Pace, Miller and Willis",2569.32
Keller-Becker,2567.26
"Gilmore, Steele and House",2565.26
"Mendoza, Anderson and Cummings",2565.0
"Wolfe, Cox and Ferguson",2563.68
"Lara, Smith and Gray",2561.28
"Marshall, Davis and Perkins",2561.0
"Scott, Edwards and Fletcher",2559.36
"Flores, Davidson and Russo",2558.75
"Ortega, Solis and Warner",2558.3999999999996
"Miranda, Watkins and Kennedy",2558.32
Harrington Inc,2557.84
Graham LLC,2557.41
Gibson and Sons,2554.94
Myers-Butler,2554.82
"Williams, Ramirez and Clark",2553.33
Garcia-Bowen,2551.52
Peterson-Wilson,2551.48
Marks LLC,2550.75
"Campbell, Fuller and Scott",2549.8
Warner LLC,2545.04
Clayton and Sons,2544.8
"Ali, Mayer and Moore",2543.76
Boyer Ltd,2543.4
"White, Smith and Buchanan",2543.4
White-Paul,2543.3
Singleton LLC,2543.28
Taylor-Coffey,2541.4500000000003
Delgado-Gilmore,2541.3
Wilkerson-Arias,2539.3
Taylor-Miles,2538.56
"Jones, Williams and Rodriguez",2538.4
Thompson-Lewis,2538.33
Burns-Harris,2536.96
"Collins, Cherry and Wallace",2536.96
"Thompson, White and Gray",2536.52
Larson-Alvarez,2532.8
Cummings-Hernandez,2532.28
"Graham, Zimmerman and Baker",2532.09
Campbell-Baker,2532.08
"Bell, Garrett and Young",2528.92
Butler-Collins,2528.85
Savage-Adams,2528.8
Webb-Mendez,2528.68
"Sharp, Jackson and Garcia",2528.1000000000004
Richards-Anderson,2526.45
Gardner LLC,2518.5499999999997
"Sanford, Bender and Gonzalez",2517.9
"Carlson, Cox and White",2517.52
Trujillo-Padilla,2517.5
Gonzalez-Morrison,2516.88
Rogers Group,2512.0
Haynes-Brown,2511.39
Wu-Hart,2510.94
Mejia Group,2509.68
Gomez-Schwartz,2508.96
"Lopez, Bradshaw and Jacobs",2508.2400000000002
"Patterson, Sullivan and Bowman",2508.1
Lopez and Sons,2507.65
Richard LLC,2506.68
Mosley and Sons,2504.23
"Hernandez, Martinez and Caldwell",2504.04
Williamson Inc,2503.1
Ross Group,2503.08
Martinez-Jones,2502.74
"Lopez, Taylor and Willis",2502.5099999999998
Park-Thompson,2501.16
"Frederick, Rich and Lee",2497.4700000000003
"Preston, Austin and Kelly",2492.7000000000003
"Howe, King and Nixon",2491.52
Wyatt-Townsend,2490.8
"Fernandez, Camacho and Stevens",2490.08
"Johnson, Oliver and Martinez",2489.95
Hayes-Gardner,2489.31
Richardson Group,2486.7
"Warner, Baker and Campbell",2486.52
"Horne, Gill and Stewart",2486.36
Bray-Drake,2486.35
Riley-Wilson,2486.32
Jensen Inc,2485.08
Johnson-Ramsey,2483.32
Bennett-Robinson,2481.8
"Johnson, Cervantes and Garcia",2480.24
Jacobs-Wright,2480.18
"Robinson, Santiago and Morrison",2480.0099999999998
"Edwards, Bernard and Murray",2479.76
Daniels-Martinez,2479.12
Reilly-Brown,2477.55
Blankenship and Sons,2474.76
Hunt Group,2474.68
Stone-Stark,2474.35
"Woods, Garcia and Keith",2473.68
Acevedo-Mills,2472.98
Tucker-Harper,2470.7400000000002
Gomez-Trujillo,2470.38
Murray-Smith,2468.9500000000003
Barnett-Meyer,2468.76
Ballard-Taylor,2468.61
Johnson-Walker,2468.16
Henderson-Burgess,2467.48
Brock-Stone,2465.25
Johns-Scott,2465.18
Gomez-Adams,2464.82
"Anderson, Roberson and Branch",2464.5
Green-Johnson,2461.7
"Smith, Conner and Jones",2461.48
Merritt and Sons,2461.32
Gibbs-Williams,2461.28
Mclean-Alexander,2460.4
Spencer Ltd,2458.18
Mcdonald-Taylor,2458.08
"Garcia, Meyer and Alvarado",2457.58
"Perkins, King and Huang",2457.18
"Smith, Hernandez and Villarreal",2456.28
"Jones, Adams and Perry",2454.66
Lang-Ferguson,2454.6
Allen-Jones,2454.0
"Tran, Wright and Sanchez",2450.84
Hernandez-Morris,2450.1
"Garcia, Williams and Shah",2449.44
"Morales, Bautista and Ross",2448.4
Preston-Morales,2448.36
Clarke-Wilson,2448.28
"Kim, Yang and Hall",2446.95
Krause Inc,2446.89
"Bryant, Williams and Lynch",2445.72
Murray-Maldonado,2444.12
Randall-Adams,2440.68
Johnston-Odonnell,2437.92
"Brown, Carter and Keith",2437.28
Martinez-Thompson,2437.26
Leblanc Ltd,2437.1400000000003
Johnson-Lam,2436.92
"Nielsen, Roberts and Smith",2436.1499999999996
Townsend-Bruce,2435.18
Stevens-Wiley,2435.13
Castaneda-Garcia,2433.9900000000002
Carr Inc,2433.9900000000002
Hill-Stephenson,2433.05
Lee-Stone,2432.4
Mills Inc,2431.75
George-Salazar,2431.14
Baird PLC,2430.48
"Sullivan, Lewis and Rivera",2429.65
Finley-Turner,2429.26
Thomas-Montgomery,2429.14
"Hanson, Young and Harris",2428.3500000000004
Turner Group,2427.44
"Vega, Browning and Porter",2426.55
Hopkins-Freeman,2426.24
Rivera-Ramirez,2426.16
Harvey-Mccullough,2426.0499999999997
"Wallace, Washington and Smith",2425.8
Drake-Reed,2425.76
"Torres, Duran and King",2425.0
"Gould, Ross and Shaffer",2424.6
Mckee-Munoz,2423.58
Shaw-Young,2423.58
"Rocha, Spencer and Jones",2423.56
Bennett-Gomez,2422.92
Simmons-Mcdonald,2422.62
"Harrington, Cooper and Cunningham",2422.2599999999998
"Walker, Estes and Byrd",2422.11
"Swanson, Christensen and Gomez",2421.92
Brown-Sexton,2421.0
Taylor-Cooper,2418.26
Shaffer-Harrison,2418.0299999999997
Andrews and Sons,2417.98
"Lynch, Spencer and Jones",2417.31
Douglas and Sons,2417.04
Wheeler-Thompson,2415.84
Henson-Moore,2415.57
Reid and Sons,2414.92
"Stewart, Parker and Elliott",2414.24
Anderson-Mcdowell,2413.94
Dalton Inc,2413.0
Mccoy-Yang,2412.26
"Miller, Martinez and Smith",2410.86
Shepherd-Martinez,2410.46
Byrd Inc,2410.22
"Collins, Alexander and Morales",2409.28
Cordova Group,2409.18
"Reynolds, Lynch and Boone",2408.72
"Murphy, Holt and Phillips",2406.16
Brown-Sanchez,2405.16
"Huang, Dawson and Gomez",2401.84
Smith-Ward,2401.5299999999997
Butler Group,2400.9900000000002
"Rodriguez, Allen and Martinez",2400.05
Blake and Sons,2399.3
Alvarado-Roberts,2399.25
"Gilbert, Lewis and Smith",2397.8
Burns-Walsh,2395.42
"Douglas, Townsend and Hicks",2394.32
"Chen, Greene and Moody",2392.16
"Hamilton, Howard and Harrell",2391.66
Farmer Inc,2391.0
"Thompson, Wallace and Hancock",2390.98
"Boone, Grant and Freeman",2390.8
Walker-Flores,2390.62
Armstrong PLC,2388.39
"Murray, Johnson and Johnson",2387.34
"White, Nelson and Fields",2386.9
"Spencer, Myers and Harrison",2386.9
Wright-Vang,2386.72
"Cooper, Jacobs and Gonzalez",2385.94
"Haynes, Hill and Smith",2383.7
Crawford PLC,2382.28
Bowers LLC,2379.96
"Aguilar, Carr and Logan",2379.6
Holloway Group,2379.6
Serrano-Cohen,2379.27
"Schwartz, Stafford and Ramirez",2378.8
"Williams, Brown and Palmer",2377.2999999999997
Graham-Marshall,2375.64
Shields LLC,2375.64
Hubbard Inc,2374.7
"Lee, Bradford and Vang",2374.6
"Guerrero, Knapp and Kidd",2374.3
"Jennings, Ball and Wilkerson",2373.3
Gomez PLC,2372.13
Bishop-Bowman,2369.48
Andrews-Bautista,2368.5299999999997
Williams-Conrad,2367.88
"Elliott, Williams and Baker",2366.32
"Allen, Baker and Perez",2363.55
"Thompson, Brown and Hill",2361.8
Anderson-Cunningham,2360.4
Johnson-Cantu,2359.25
"Arnold, Dean and Curtis",2356.28
Jarvis-Farmer,2355.7799999999997
Cook-Vargas,2354.9
Aguilar LLC,2354.58
"Ryan, Hughes and Mendoza",2354.34
Mullins-Hall,2354.2200000000003
Chavez-Barker,2351.8
Hill-Pierce,2351.16
Parsons-Costa,2350.78
Taylor-Caldwell,2350.17
"Dorsey, Reyes and Dunn",2349.68
Reed-Jackson,2349.55
Valentine-Garza,2349.27
"Wilkins, Richards and Coleman",2349.1
Singh and Sons,2348.6
Miles Ltd,2345.75
"Christensen, Diaz and Harmon",2344.86
Wright-Walters,2343.3
Cooper LLC,2342.67
Bradford LLC,2342.4900000000002
Barrett-Proctor,2342.36
Jacobson Inc,2342.05
Mcmillan and Sons,2341.72
"Marshall, Jackson and Black",2341.4
Gallegos-West,2341.38
Solis Group,2340.96
Garner-Robertson,2339.58
Stout-Davidson,2338.32
"Kelly, Murray and Smith",2338.11
Bryant and Sons,2336.6
Kramer-Shannon,2336.35
Quinn-Henderson,2336.02
Reynolds Ltd,2335.95
Zamora Inc,2334.35
Gomez-Owens,2333.8999999999996
English-Garcia,2333.61
"Jackson, Moore and Ayala",2333.54
Bell-Ellis,2333.2200000000003
Shannon Group,2331.06
"Camacho, Nicholson and Robertson",2330.64
Prince Inc,2329.46
"Sullivan, Haney and Chavez",2327.4
Hale LLC,2326.96
"Rios, Richards and Stephens",2326.94
"Davis, Velasquez and Bond",2325.9
Leblanc and Sons,2325.63
Odom PLC,2325.58
Farmer-Anderson,2325.16
Armstrong LLC,2323.88
Price-Browning,2323.1
"Warren, Palmer and Thompson",2323.08
Ball-Cruz,2322.52
"Johnson, Small and Gardner",2322.4
Wise-Hendricks,2322.3
Wilkinson-Guerra,2321.7
Moreno Ltd,2321.66
"Thomas, Martin and Mcdowell",2320.98
"Huffman, Lara and Smith",2320.52
Simon Ltd,2320.44
Parks-Gentry,2319.93
Valencia and Sons,2318.32
"Spence, Jackson and Williams",2318.12
Stephens LLC,2317.94
Rodriguez-Stokes,2317.84
Cook-Johnson,2316.56
Ortiz-Hobbs,2316.0
"Winters, Morgan and Bradshaw",2314.8
"Howard, Goodman and Martin",2313.5499999999997
"Anderson, Lawson and Atkinson",2311.66
"Stephens, Lopez and Mcclure",2311.3
Walker Ltd,2310.14
"Singh, Graham and Larsen",2308.17
"Lynch, Ramirez and Myers",2307.6000000000004
Grant-Walker,2307.12
"Mitchell, Goodman and Cole",2306.2200000000003
Reed Inc,2305.71
"Banks, Douglas and Chen",2303.68
"Williams, Torres and Weaver",2303.6000000000004
Ortiz PLC,2303.5
"Perry, Torres and Li",2302.23
"Austin, Reynolds and Jenkins",2301.86
"Shaw, Riley and Hooper",2301.55
"Pineda, Meyer and King",2301.48
Cole-Perez,2301.3
"Phillips, Walters and Evans",2300.9700000000003
Villa-Dudley,2300.96
Jimenez Inc,2299.72
"Williams, Avila and Ruiz",2299.48
Parsons-Allen,2298.84
Matthews-Brown,2298.28
Combs-Barnes,2297.85
"Martinez, Lopez and Moore",2296.71
Hunter-Adams,2296.7
Stone-Watts,2296.3
"Rojas, Chavez and Johnson",2296.26
"Gonzalez, Smith and Padilla",2296.12
Patel PLC,2295.9900000000002
Reynolds-Saunders,2295.6
Vaughn LLC,2294.58
"Cook, Gomez and Miranda",2293.0
"Patrick, Jackson and Ellison",2292.12
Brewer-Fleming,2292.02
"Keith, Gentry and Baker",2291.4500000000003
Mendez-Mccoy,2290.95
Clarke-Maxwell,2290.48
Dillon-Beard,2290.2
Lewis-Perez,2289.84
Mcguire-Barker,2289.6
"Dawson, Johnson and Hartman",2289.12
Wilkerson-Davis,2288.34
Booker-Douglas,2287.85
Rivera-Compton,2287.46
Jackson-Griffin,2286.96
"Bailey, Diaz and Jimenez",2286.8
Bates-Pearson,2286.6
"Walls, White and Baker",2286.15
Rodriguez-Wood,2285.62
Paul-Anderson,2284.78
Wright-Baldwin,2281.7
Williams-White,2280.72
Williams-Miller,2280.4
"Reeves, Garcia and Hopkins",2279.88
"Adams, Stephens and Smith",2279.64
"Townsend, Smith and Pierce",2278.8
Reyes LLC,2278.72
"Huang, Stevens and Garcia",2278.6499999999996
Becker-Mckinney,2277.66
Griffith-Bender,2276.82
"Ortega, Johnson and Pratt",2276.46
"Knight, Blackwell and Huerta",2276.31
Paul and Sons,2275.54
Nelson-Bentley,2274.16
"Downs, Webb and Williams",2273.55
"Mendoza, Carter and Booth",2272.48
"Yang, Pittman and Miller",2272.44
"Hunt, Long and Ward",2271.72
"Stokes, Brown and Garcia",2270.7599999999998
Collins-Newman,2270.74
"Pollard, Simpson and Johnson",2265.18
Andersen-Lindsey,2262.81
Carrillo-Williams,2262.76
Benson-Webb,2261.0
Allen-Brewer,2260.72
Flynn LLC,2259.64
Schneider-Johnson,2258.72
Arellano-Cruz,2257.28
Webb PLC,2256.1800000000003
"Lawrence, Gonzalez and Hess",2256.12
"Russell, Hansen and Williams",2254.94
"Harvey, Baker and Rogers",2254.56
Rivera Ltd,2253.02
Mcdonald-Beck,2252.75
"Ortega, Thompson and Flynn",2252.64
Ross Inc,2251.85
Smith-Bennett,2248.88
"Spencer, Castillo and Ray",2247.7000000000003
"Rodriguez, Contreras and Rodriguez",2246.62
Leonard Group,2244.19
"Griffin, Meyer and Lamb",2242.56
"Brown, Howard and Reid",2240.88
Schneider-Taylor,2240.2000000000003
Rice Ltd,2239.32
Ferguson-Mclean,2239.2
Johnson-Shelton,2238.6000000000004
"Lindsey, Brooks and Kennedy",2238.36
Lewis Inc,2237.71
Maddox-Medina,2237.18
Meza-Cooke,2237.05
"Rose, Martinez and Mckinney",2236.64
James-Harvey,2235.96
Tran PLC,2235.2200000000003
Johnson-Robbins,2234.9700000000003
"Mitchell, Mccormick and Rivera",2234.8500000000004
Becker Ltd,2234.52
Love Inc,2234.52
"Olson, Hansen and Jones",2233.94
Nichols Inc,2231.81
Colon-Wu,2230.65
"Wilson, Trujillo and Moody",2230.6
"Hardy, Lane and Rogers",2229.08
Vargas-Baker,2227.18
"Martinez, Chan and Jenkins",2226.16
Holder-Beltran,2225.74
Harrington-Walter,2224.95
Huff Group,2224.86
"Carpenter, Thomas and Campbell",2224.6
Johnson-Peterson,2224.56
Ramsey Group,2223.74
Patel-Stewart,2223.66
"Ferguson, Jones and Lee",2222.96
Hancock Ltd,2222.96
"Ramos, Gray and Lyons",2222.61
York Inc,2220.82
"Taylor, Baxter and Cisneros",2218.88
Stevens-Johnson,2218.44
Rogers LLC,2217.12
